intent,user_message,response
order_cancellation,Order cancel karna hai 266,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 267,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 268,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 269,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 270,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 271,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 272,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 273,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 274,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 275,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 276,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 277,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 278,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 279,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 280,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 281,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 282,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 283,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 284,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 285,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 286,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 287,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 288,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 289,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 290,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 291,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 292,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 293,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 294,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 295,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 296,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 297,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 298,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 299,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 300,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 301,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 302,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 303,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 304,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 305,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 306,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 307,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 308,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 309,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 310,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 311,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 312,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 313,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 314,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 315,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 316,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 317,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 318,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 319,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 320,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 321,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 322,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 323,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 324,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 325,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 326,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 327,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 328,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 329,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 330,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 331,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 332,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 333,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 334,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 335,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 336,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 337,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 338,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 339,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 340,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 341,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 342,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 343,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 344,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 345,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 346,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 347,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 348,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 349,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 350,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 351,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 352,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 353,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 354,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 355,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 356,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 357,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 358,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 359,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 360,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 361,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 362,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 363,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 364,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 365,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 366,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 367,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 368,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 369,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 370,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 371,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 372,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 373,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 374,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 375,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 376,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 377,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 378,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 379,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 380,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 381,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 382,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 383,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 384,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 385,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 386,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 387,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 388,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 389,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 390,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 391,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 392,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 393,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 394,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 395,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 396,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 397,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 398,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 399,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 400,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 401,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 402,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 403,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 404,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 405,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 406,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 407,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 408,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 409,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 410,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 411,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 412,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 413,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 414,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 415,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 416,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 417,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 418,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 419,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 420,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 421,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 422,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 423,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 424,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 425,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 426,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 427,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 428,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 429,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 430,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 431,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 432,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 433,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 434,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 435,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 436,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 437,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 438,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 439,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 440,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 441,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 442,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 443,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 444,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 445,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 446,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 447,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 448,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 449,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 450,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 451,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 452,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 453,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 454,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 455,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 456,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 457,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 458,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 459,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 460,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 461,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 462,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 463,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 464,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 465,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 466,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 467,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 468,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 469,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 470,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 471,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 472,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 473,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 474,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 475,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 476,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 477,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 478,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 479,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 480,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 481,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 482,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 483,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 484,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 485,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 486,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 487,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 488,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 489,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 490,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 491,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 492,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 493,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 494,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 495,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 496,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 497,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 498,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 499,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 500,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 501,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 502,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 503,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 504,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 505,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 506,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 507,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 508,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 509,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 510,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 511,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 512,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 513,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 514,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 515,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 516,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 517,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 518,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 519,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 520,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 521,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 522,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 523,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 524,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 525,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 526,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 527,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 528,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 529,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 530,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 531,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 532,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 533,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 534,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 535,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 536,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 537,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 538,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 539,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 540,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 541,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 542,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 543,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 544,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 545,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 546,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 547,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 548,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 549,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 550,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 551,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 552,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 553,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 554,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 555,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 556,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 557,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 558,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 559,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 560,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 561,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 562,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 563,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 564,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 565,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 566,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 567,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 568,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 569,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 570,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 571,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 572,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 573,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 574,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 575,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 576,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 577,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 578,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 579,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 580,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 581,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 582,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 583,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 584,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 585,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 586,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 587,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 588,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 589,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 590,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 591,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 592,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 593,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 594,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 595,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 596,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 597,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 598,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 599,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 600,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 601,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 602,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 603,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 604,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 605,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 606,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 607,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 608,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 609,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 610,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 611,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 612,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 613,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 614,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 615,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 616,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 617,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 618,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 619,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 620,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 621,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 622,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 623,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 624,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 625,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 626,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 627,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 628,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 629,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 630,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 631,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 632,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 633,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 634,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 635,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 636,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 637,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 638,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 639,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 640,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 641,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 642,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 643,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 644,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 645,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 646,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 647,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 648,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 649,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 650,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 651,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 652,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 653,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 654,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 655,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 656,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 657,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 658,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 659,Please share your order ID to proceed with cancellation.
order_cancellation,I ordered by mistake 660,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel delivery 661,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel asap 662,Please share your order ID to proceed with cancellation.
order_cancellation,Order rok do 663,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel purchase 664,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel my order 665,Please share your order ID to proceed with cancellation.
order_cancellation,Order cancel karna hai 666,Please share your order ID to proceed with cancellation.
order_cancellation,Cancel order 667,Please share your order ID to proceed with cancellation.
